rec_id,state,county,site_name,devel,latitude,longitude,oremin,assocmin,hostrock,source
568,NC,Watauga,"unnamed occurrences",occurrence,36.23,-81.73,chrysotile,"enstatite, talc, chromite","peridotite, pyroxenite, dunite",ofr20051189
569,NC,Ashe,"unnamed occurrences",occurrence,36.34,-81.59,chrysotile,"enstatite, olivine, talc, chlorite",harzburgite,ofr20051189
570,NJ,Hunterdon,"Barber and Ireland's trap rock quarry",occurrence,40.351,-74.943,"amphibole mountain leather","not reported","trap rock",ofr20051189
571,NJ,Mercer,"Cope's quarry",occurrence,40.378,-74.777,crocidolite,"not reported",diabase,ofr20051189
572,NJ,Hunterdon,"unnamed occurrence",occurrence,40.642,-74.866,crocidolite,"not reported","Precambrian granitic rock",ofr20051189
573,NJ,Hunterdon,"unnamed occurrence",occurrence,40.65,-75.026,"asbestiform actinolite-hornblende","hornblende, andesine, clinopyroxene, magnetite, apatite, chlorite",lamprophyre,ofr20051189
574,NJ,Hunterdon,"unnamed occurrence",occurrence,40.667,-74.896,crocidolite,"not reported","hornblende granite",ofr20051189
575,NJ,Warren,"Green Marble quarry",occurrence,40.7226,-75.1843,"asbestiform tremolite-actinolite","serpentine, molybdenite, pyrrhotite, diopside, calcite, dolomite","serpentinite, marble",ofr20051189
576,NJ,Hudson,"unnamed occurrence",occurrence,40.735,-74.067,"amphibole mountain leather","numerous minerals reported--see Mason (1960)",diabase,ofr20051189
577,NJ,Hudson,"occurrence in Stevens Park",occurrence,40.742,-74.033,clinochrysotile,"lizardite, chlorite, dolomite, calcite, chromite, talc, aragonite, brucite, chalcedony, hydromagnesite, magnesite, magnetite, anthophyllite",serpentinite,ofr20051189
578,NJ,Hudson,"Castle Point occurrence",occurrence,40.745,-74.024,chrysotile,"serpentine, chlorite, dolomite, calcite, chromite, talc, aragonite, brucite, hydromagnesite, magnesite, magnetite, anthophyllite",serpentinite,ofr20051189
579,NJ,Morris,"unnamed occurrence",occurrence,40.746,-74.533,crocidolite,"not reported","Precambrian granitic rock",ofr20051189
580,NJ,Hudson,"unnamed occurrence",occurrence,40.758,-74.086,"asbestiform actinolite","albite, calcite, chlorite, epidote, magnetite, chalcopyrite, pyrite, sphene, galena, malachite, barite, garnet, apophyllite, prehnite",diabase,ofr20051189
581,NJ,Morris,"unnamed occurrences",occurrence,40.785,-74.62,crocidolite,"feldspar, hornblende, quartz, riebeckite-magnesioriebeckite","pegmatite-amphibolite-gneiss complex",ofr20051189
582,NJ,Morris,"Sander's marble quarry",occurrence,40.7837,-74.5623,chrysotile,"serpentine, calcite, graphite, phlogopite",marble,ofr20051189
583,NJ,Morris,"unnamed occurrences",occurrence,40.811,-74.482,crocidolite,"albite, chlorite","albite pegmatite",ofr20051189
584,NJ,Warren,"Edison quarry",occurrence,40.8195,-75.019,"tremolite asbestos","not reported",marble,ofr20051189
585,NJ,Warren,"Oxford quarry",occurrence,40.824,-75.024,"asbestiform actinolite","numerous minerals reported--see Germine (1981)","amphibolite, migmatite, albite pegmatite",ofr20051189
586,NJ,Bergen,"unnamed occurrence",occurrence,40.853,-73.961,"asbestiform actinolite","pyroxene, albite, clinopyroxene, sphene, plagioclase, chlorite",diabase,ofr20051189
587,NJ,Morris,"unnamed occurrence",occurrence,40.891,-74.689,"actinolite asbestos","albite, hornblende, chlorite, epidote, clay","Precambrian granitic pegmatite",ofr20051189
588,NJ,Passaic,"unnamed occurrences",occurrence,40.907,-74.182,"asbestiform actinolite","numerous minerals reported--see Peters and Peters (1978)",basalt,ofr20051189
589,NJ,Warren,"unnamed occurrence",occurrence,40.921,-74.894,asbestos,talc,marble,ofr20051189
590,NJ,Warren,"unnamed occurrence",occurrence,40.9298,-74.8912,"asbestiform tremolite-actinolite","dolomite, magnetite, iron-oxide minerals, talc, chlorite","marble, amphibolite, pegmatite, diabase",ofr20051189
591,NJ,Sussex,"unnamed occurrence",occurrence,40.927,-74.699,"richterite asbestos","hornblende, epidote, potassium feldspar, chlorite","Precambrian granitic pegmatite"""", alaskite",ofr20051189
592,NJ,Morris,"Beach iron mine",occurrence,40.9335,-74.4833,"light green asbestos","magnetite, apatite, hornblende, calcite, feldspar","iron ore",ofr20051189
593,NJ,Warren,"unnamed occurrence",occurrence,40.927,-74.892,"dark green asbestos of good quality","serpentine, pyroxene",marble,ofr20051189
594,NJ,Morris,"unnamed marble quarry",occurrence,40.9298,-74.3853,chrysotile,"diopside, serpentine, pyroxene, phlogopite, dolomite, calcite, magnetite",marble,ofr20051189
595,NJ,Passaic,"Prospect Park quarry",occurrence,40.9422,-74.177,"asbestiform actinolite","numerous minerals reported--see Mason (1960) and Peters and Peters (1978)",basalt,ofr20051189
596,NJ,Sussex,"Roseville iron mine",occurrence,40.991,-74.698,"light bluish-green asbestos","magnetite, pyrite, calcite, talc, quartz, pyroxene","pyroxene skarn",ofr20051189
597,NJ,Morris,"Split Rock Pond iron mine",occurrence,40.9763,-74.438,"chrysotile, asbestiform actinolite","pyroxene, hornblende, serpentine, calcite, dolomite, magnetite, chondrodite, mica","marble, pyroxene skarn, hornblende skarn",ofr20051189
598,NJ,Sussex,"Andover and Sulfur Hill iron mines",occurrence,41.006,-74.735,"bluish-green asbestiform actinolite","numerous minerals reported--see Germine (1981)","garnet skarn",ofr20051189
599,NJ,Passaic,"Debow's marble quarry",occurrence,41.0233,-74.3055,chrysotile,"not reported",marble,ofr20051189
600,NJ,Passaic,"Green Swamp Dam site",occurrence,41.038,-74.3223,chrysotile,"phlogopite, serpentine, calcite",marble,ofr20051189
601,NJ,Passaic,"Kanouse mine",occurrence,41.0357,-74.2842,chrysotile,"not reported","iron ore",ofr20051189
602,NJ,Sussex,"Limecrest (Sparta) quarry",occurrence,41.0542,-74.6817,"asbestiform tremolite-actinolite, chrysotile","numerous minerals reported--see Germine (1981, 1986)",marble,ofr20051189
603,NJ,Passaic,"Old Blue mine",occurrence,41.0583,-74.3187,chrysotile,"not reported",marble,ofr20051189
604,NJ,Sussex,"Sterling Hill mines",occurrence,41.082,-74.61,"chrysotile, asbestiform tremolite-actinolite","numerous minerals reported--see Frondel (1972)","zinc ore",ofr20051189
605,NJ,Sussex,"Franklin marble quarry",occurrence,41.0917,-74.5985,"asbestiform tremolite-actinolite","numerous minerals reported--see Germine (1986)",marble,ofr20051189
606,NJ,Sussex,"Franklin zinc mines",occurrence,41.1147,-74.5879,"crocidolite, chrysotile, tremolite-actinolite asbestos","numerous minerals reported--see Frondel (1972)","zinc-lead ore",ofr20051189
607,NJ,Sussex,"unnamed occurrence",occurrence,41.224,-74.486,"asbestiform tremolite-actinolite","calcite, dolomite, limonite, hematite, chlorite, talc, phlogopite, graphite, sericite",marble,ofr20051189
608,NY,Richmond,"Staten Island occurrence",occurrence,40.5722,-74.1514,chrysotile,lizardite,serpentinite,ofr20051189
609,NY,Richmond,"Staten Island occurrence",occurrence,40.579,-74.136,chrysotile,lizardite,serpentinite,ofr20051189
610,NY,Richmond,"Staten Island occurrence",occurrence,40.5811,-74.1131,chrysotile,"lizardite, talc",serpentinite,ofr20051189
611,NY,Richmond,"Staten Island occurrence",occurrence,40.5873,-74.1042,chrysotile,"lizardite, antigorite, talc",serpentinite,ofr20051189
612,NY,Richmond,"Staten Island occurrence",occurrence,40.5902,-74.1015,chrysotile,lizardite,serpentinite,ofr20051189
613,NY,Richmond,"Staten Island occurrence",occurrence,40.5962,-74.0956,"chrysotile, anthophyllite asbestos","serpentine, lizardite, talc",serpentinite,ofr20051189
614,NY,Richmond,"Staten Island occurrence",occurrence,40.601,-74.1,chrysotile,"lizardite, talc, carbonates",serpentinite,ofr20051189
615,NY,Richmond,"Staten Island occurrence",occurrence,40.6089,-74.1214,chrysotile,"lizardite, anthophyllite, talc, carbonates, olivine, opaque oxides",serpentinite,ofr20051189
616,NY,Richmond,"Staten Island occurrence",occurrence,40.6099,-74.092,chrysotile,"lizardite, talc",serpentinite,ofr20051189
617,NY,Richmond,"U.S. Route 278 roadcut",occurrence,40.609,-74.123,"chrysotile, anthophyllite asbestos","lizardite, talc, carbonates, olivine, opaque oxides",serpentinite,ofr20051189
618,NY,Richmond,"Staten Island occurrence",occurrence,40.6159,-74.1127,chrysotile,"lizardite, talc, carbonates, opaque oxides",serpentinite,ofr20051189
619,NY,Richmond,"Staten Island occurrence",occurrence,40.6168,-74.0874,"chrysotile, anthophyllite asbestos",lizardite,serpentinite,ofr20051189
620,NY,Richmond,"Clove Lake occurrence",occurrence,40.6198,-74.112,"asbestiform amphibole, chrysotile",serpentine,serpentinite,ofr20051189
621,NY,Richmond,"Staten Island occurrence",occurrence,40.6214,-74.0862,"anthophyllite asbestos, chrysotile","lizardite, serpentine, talc, opaque oxides",serpentinite,ofr20051189
622,NY,Richmond,"Staten Island occurrence",occurrence,40.6236,-74.0858,chrysotile,"lizardite, talc, opaque oxides",serpentinite,ofr20051189
623,NY,Richmond,"Silver Lake Reservior occurrence",occurrence,40.6265,-74.0969,chrysotile,lizardite,serpentinite,ofr20051189
624,NY,Richmond,"Tompkinsville area",occurrence,40.636,-74.08,"chrysotile, anthophyllite asbestos","serpentine, lizardite, talc, carbonates, opaque oxides, olivine",serpentinite,ofr20051189
625,NY,Westchester,"New Rochelle serpentinite",occurrence,40.904,-73.768,chrysotile,"serpentine, pyroxene, calcite, dolomite, chromite, magnetite, tremolite, limonite, spinel, brucite, chalcedony, magnesite",serpentinite,ofr20051189
626,NY,Putnam,"Tilly Foster iron mine",occurrence,41.4125,-73.6425,"actinolite asbestos, chrysotile, crocidolite","magnetite, pyrrhotite, microcline, bronzite, hornblende, enstatite, tremolite, tourmaline, calcite, dolomite","serpentine, dolomite, gneiss",ofr20051189
627,NY,Putnam,"unnamed occurrences",occurrence,41.44,-73.92,"chrysotile asbestos veins","serpentine, dolomite",dolomite,ofr20051189
628,NY,Warren,"Thurman prospect",prospect,43.53,-73.92,"chrysotile asbestos veins","serpentine, dolomite",dolomite,ofr20051189
629,NY,Warren,"Brant Lake prospect",prospect,43.75,-73.67,"long-fiber serpentine asbestos","serpentine, dolomite",dolomite,ofr20051189
630,NY,"Saint Lawrence","Arnold talc mine",occurrence,44.2682,-75.3847,"asbestiform anthophyllite, asbestiform tremolite","talc, tremolite, anthophyllite, dolomite, calcite, diopside, serpentine, quartz, gypsum, chlorite, tirodite","dolomitic marble",ofr20051189
631,PA,Lancaster,"Line Pit (Lowe's) chromium mine",occurrence,39.722,-76.172,chrysotile,"numerous minerals reported--see Foord and others (1981)",serpentinite,ofr20051189
632,PA,Lancaster,"Red Pit mine",occurrence,39.723,-76.161,"amphibole asbestos","serpentine, chromite, chalcedony, garnierite, williamsite, magnetite",serpentinite,ofr20051189
633,PA,Chester,"Keystone quarry",occurrence,39.7251,-76.0538,"clinochrysotile, amphibole asbestos","lizardite, talc, olivine, actinolite, pyroxene, chromite, magnetite",metaperidotite,ofr20051189
634,PA,Chester,"Hillside chromite mine",occurrence,39.727,-76.112,"amphibole asbestos","serpentine, chromite, magnetite, williamsite, picrolite, magnesite, kammererite",serpentinite,ofr20051189
635,PA,Chester,"Dunlap (Rhodewalt) serpentine quarry",occurrence,39.728,-76.044,"amphibole asbestos","serpentine, anthophyllite",metaperidotite,ofr20051189
636,PA,Chester,"White Barrens serpentine quarry",occurrence,39.728,-75.931,chrysotile,"lizardite, anthophyllite, chromite, talc, olivine, pyroxene, chlorite",serpentinite,ofr20051189
637,PA,Lancaster,"Cedar Hill (Geiger) serpentine quarry",occurrence,39.7285,-76.1364,"chrysotile, crocidolite","numerous minerals reported--see Lapham (1962a) and Geyer and others (1976, p. 128-133)",serpentinite,ofr20051189
638,PA,Chester,"Kirk mine",occurrence,39.73,-76.05,chrysotile,"antigorite, lizardite, anthophyllite, talc, olivine, pyroxene, chromite, chlorite, calcite",serpentinite,ofr20051189
639,PA,Lancaster,"Carter (Texas) mine",occurrence,39.731,-76.1,clinochrysotile,"stevensite, hydromagnesite, dolomite, brookite, magnetite, chromite, magnesite, zaratite",serpentinite,ofr20051189
640,PA,Lancaster,"Wood's chromite mine",occurrence,39.7311,-76.1068,clinochrysotile,"numerous minerals reported--see Gordon (1922, p. 205-206) and Geyer and others (1976, p. 157-161)",metaperidotite,ofr20051189
641,PA,Chester,"Moro Phillips' chrome mine",occurrence,39.737,-76.016,"chrysotile, amphibole asbestos","lizardite, talc, olivine, chromite, pyroxene, magnetite, chlorite, kammererite, zaratite",metaperidotite,ofr20051189
642,PA,Lancaster,"Gray's quarry",occurrence,39.741,-76.185,chrysotile,"lizardite, antigorite, talc, calcite, olivine, pyroxene",serpentinite,ofr20051189
643,PA,Lancaster,"Boyce (Spence) mine",occurrence,39.746,-76.186,chrysotile,"antigorite, lizardite, talc, olivine, pyroxene, chromite, magnetite",serpentinite,ofr20051189
644,PA,Adams,"Russel prospect",occurrence,39.7881,-77.43,crocidolite,"azurite, calcite, chlorite, native copper, cuprite, epidote, malachite, quartz",metabasalt,ofr20051189
645,PA,Adams,"Teeter quarry",occurrence,39.8007,-77.2126,"tremolite asbestos","numerous minerals reported--see Geyer and others (1976, p. 29-30)",diabase,ofr20051189
646,PA,Lancaster,"White Rock serpentine quarry",occurrence,39.824,-76.091,"chrysotile, amphibole asbestos","serpentine, talc, magnetite",serpentinite,ofr20051189
647,PA,Lancaster,"Burkholder (Stillwell's) serpentine quarry",occurrence,39.838,-76.07,chrysotile,serpentine,serpentinite,ofr20051189
648,PA,Delaware,"Village Green (Hannum) asbestos pits","past producer",39.865,-75.433,"amphibole asbestos","serpentine, talc, clinochlore",metaperidotite,ofr20051189
649,PA,Delaware,"Rockdale (Jacob Side's) pits","past producer",39.882,-75.431,"amphibole asbestos","enstatite, serpentine, quartz, talc",metapyroxenite,ofr20051189
650,PA,Delaware,"Lenni occurrence",occurrence,39.894,-75.443,asbestos,"actinolite, tremolite, hornblende, serpentine, chlorite, talc, quartz",metaperidotite,ofr20051189
651,PA,Delaware,"occurrence near Elwyn",occurrence,39.905,-75.418,chrysotile,serpentine,metaperidotite,ofr20051189
652,PA,Chester,"Corundum Hill serpentine quarry",occurrence,39.91,-75.716,"amphibole asbestos","numerous minerals reported--see Gordon (1922, p. 173-174)",metaperidotite,ofr20051189
653,PA,Chester,"Brinton's quarries",occurrence,39.9152,-75.5966,"amphibole asbestos, chrysotile","numerous minerals reported--see Gordon (1922, p. 182) and Geyer and others (1976, p. 65-68)",metaperidotite,ofr20051189
654,PA,Delaware,"Smedley's asbestos mine","past producer",39.94,-75.399,"amphibole asbestos","serpentine, enstatite, anthophyllite, chlorite",metapyroxenite,ofr20051189
655,PA,Delaware,"Blue Hill occurrence",occurrence,39.95,-75.41,"amphibole asbestos, chrysotile","enstatite, bronzite, hypersthene, actinolite, diaclasite, chlorite, serpentine, talc, apatite, chromite, zircon, quartz",metaperidotite,ofr20051189
656,PA,Delaware,"Moro Phillips' chromite mine",occurrence,39.969,-75.392,"chrysotile, amphibole asbestos","serpentine, chromite, magnetite, anthophyllite, chlorite, talc, quartz, limonite",metaperidotite,ofr20051189
657,PA,Chester,"Taylor's quarry",occurrence,39.974,-75.614,"amphibole asbestos, chrysotile","serpentine, chromite, epidote, talc, magnetite, deweylite, calcite, aragonite, magnesite",metaperidotite,ofr20051189
658,PA,Delaware,"Castle Rock occurrence",occurrence,39.976,-75.438,"anthophyllite asbestos","olivine, enstatite, hypersthene, tremolite, talc, serpentine, limonite, chalcedony","metapyroxenite, metaperidotite",ofr20051189
659,PA,Chester,"General McCall's quarry",occurrence,39.981,-75.603,chrysotile,serpentine,metaperidotite,ofr20051189
660,PA,Chester,"Edward's (Gorman's) quarry",occurrence,40.01,-75.526,"amphibole asbestos","serpentine, actinolite, chromite, magnetite, chalcedony",serpentinite,ofr20051189
661,PA,Delaware,"John Stacker's quarry",occurrence,40.047,-75.368,"amphibole asbestos, chrysotile","serpentine, enstatite, chromite, vermiculite, sepiolite, genthite, quartz, chalcedony","metapyroxenite, metaperidotite",ofr20051189
662,PA,Montgomery,"Gladwyne quarries","past producer",40.053,-75.265,"amphibole asbestos","serpentine, talc",serpentinite,ofr20051189
663,PA,Philadelphia,"Prince's soapstone quarry",occurrence,40.055,-75.259,"amphibole asbestos","numerous minerals reported--see Gordon (1922, p. 221-222) and Rand and others (1893, p. 181-182)","metaperidotite, metapyroxenite",ofr20051189
664,PA,Montgomery,"Rose's quarry",occurrence,40.059,-75.276,"amphibole asbestos","enstatite, hypersthene, serpentine, talc, prochlorite, dolomite, bornite, millerite","metapyroxenite, metaperidotite",ofr20051189
665,PA,Bucks,"unnamed occurrence near Flushing",occurrence,40.117,-74.908,"amphibole asbestos","enstatite, anthophyllite, actinolite, serpentine, talc, magnetite, quartz","metaperidotite, metapyroxenite",ofr20051189
666,PA,Chester,"French Creek and Jones mines",occurrence,40.1843,-75.7288,"actinolite asbestos","numerous minerals reported--see Geyer and others (1976, p. 79-82)",dolomite,ofr20051189
667,PA,Bucks,"Wissahickon Valley occurrence",occurrence,40.225,-75.08,"amphibole asbestos","serpentine, actinolite, tremolite, hornblende, chlorite, talc, dolomite, fluorite?, chalcopyrite, magnetite, chromite","metapyroxenite, metaperidotite",ofr20051189
668,PA,Berks,"Dyer quarry",occurrence,40.266,-75.8546,crocidolite,"numerous minerals reported--see Geyer and others (1976, p. 39-40)",diabase,ofr20051189
669,PA,Lebanon,"Cornwall magnetite mine",occurrence,40.2665,-76.41,"actinolite asbestos, chrysotile","numerous minerals reported--see Lapham (1962b) and Geyer and others (1976, p. 165-169)",limestone,ofr20051189
670,PA,Northampton,"Quarry L",occurrence,40.6995,-75.2321,"tremolite asbestos","numerous minerals reported--see Geyer and others (1976, p. 196-197)","serpentine, marble",ofr20051189
671,PA,Northampton,"C.K. Williams quarry",occurrence,40.7133,-75.1962,"chrysotile, tremolite asbestos","numerous minerals reported--see Geyer and others (1976, p. 194-196)","serpentine, marble",ofr20051189
672,RI,Providence,"unnamed occurrence",occurrence,41.995,-71.451,crocidolite,"microperthite, quartz, aegirine, riebeckite","peralkaline porphyritic granite",ofr20051189
673,SC,Newberry,"Abbeville-York zone (Survey No. 5430)",occurrence,34.21,-81.86,asbestos,"not reported","igneous intrusion",ofr20051189
674,SC,Spartanburg,"Abbeville-York zone (Survey No. 5667)",occurrence,34.65,-81.91,"ordinary grade of asbestos","not reported","magnesian rocks",ofr20051189
675,SC,Pickens,"Saluda zone (Survey No. 1522)",occurrence,34.77,-82.87,asbestos,"not reported","not reported",ofr20051189
676,SC,Pickens,"Saluda zone (Survey No. 1570)",occurrence,34.88,-82.81,asbestos,"not reported","not reported",ofr20051189
677,SC,Pickens,"Saluda zone (Survey No. 1610)","past prospect",34.9,-82.71,asbestos,"not reported","magnesian rock",ofr20051189
678,SC,Spartanburg,"Anderson-Spartanburg zone (Survey No. 5890)","past prospect",34.9,-81.89,"excellent grade of asbestos",soapstone,amphibolite,ofr20051189
679,SC,Cherokee,"Black Nos. 1, 3, and 4 mines",occurrence,35.08,-81.62,asbestos,"magnetite, chlorite, talc, dolomite, tremolite","basic igneous intrusion",ofr20051189
680,SC,Cherokee,"Black No. 2 mine",occurrence,35.09,-81.59,"asbestos with long white fibres","magnetite, chlorite, talc, dolomite, tremolite","basic igneous intrusion",ofr20051189
681,VA,Grayson,"Crabill prospect","past prospect",36.5749,-80.9319,asbestos,ilmenite,"not reported",ofr20051189
682,VA,Henry,"F.W. Garrett deposit",occurrence,36.6,-79.85,asbestos,"mica, vermiculite","not reported",ofr20051189
683,VA,Henry,"unnamed occurrence",occurrence,36.6,-79.83,"anthophyllite asbestos","not reported","not reported",ofr20051189
684,VA,Henry,"unnamed occurrence",occurrence,36.65,-79.69,"anthophyllite asbestos","not reported","not reported",ofr20051189
685,VA,Floyd,"Barton mine",occurrence,36.88,-80.23,"anthophyllite asbestos","not reported","not reported",ofr20051189
686,VA,Floyd,"unnamed prospect","past prospect",36.89,-80.25,asbestos,"not reported","not reported",ofr20051189
687,VA,Bedford,"American Asbestos Company mine","past producer",37.2,-79.49,"anthophyllite asbestos","pyroxene, hornblende, olivine","peridotite, pyroxenite",ofr20051189
688,VA,Amelia,"unnamed mine","past producer",37.38,-77.88,"amphibole asbestos","not reported","not reported",ofr20051189
689,VA,Buckingham,"unnamed mine",occurrence,37.478,-78.465,"amphibole asbestos","not reported","not reported",ofr20051189
690,VA,Amherst,"Turner Town prospect","past prospect",37.496,-79.027,asbestos,"copper minerals","not reported",ofr20051189
691,VA,Goochland,"unnamed prospects","past prospect",37.661,-77.817,chrysotile,serpentine,"peridotite dike",ofr20051189
692,VA,Goochland,"unnamed prospect","past prospect",37.663,-77.812,asbestos,"not reported","not reported",ofr20051189
693,VA,Nelson,"Albemarle and Nelson Counties soapstone belt",occurrence,37.67,-78.85,"actinolite asbestos",talc,"not reported",ofr20051189
694,VA,Fluvanna,"Holland prospect","past prospect",37.921,-78.169,asbestos,"not reported","not reported",ofr20051189
695,VA,Rockingham,"L.B. Lam occurrence",occurrence,38.399,-78.544,asbestos,"not reported","not reported",ofr20051189
696,VA,Madison,"unnamed occurrence",occurrence,38.482,-78.251,"anthophyllite asbestos","not reported","amphibolite dike",ofr20051189
697,VA,Madison,"Dark Hollow copper property",occurrence,38.53,-78.416,"asbestiform serpentine","native copper, carbonates, chalcopyrite, malachite, cuprite, epidote, quartz, calcite",basalt,ofr20051189
698,VA,Madison,"Stony Man copper mine",occurrence,38.597,-78.371,"asbestiform amphibole","epidote, native copper, quartz, copper oxides",metabasalt,ofr20051189
699,VA,Page,"Ida copper mine",occurrence,38.603,-78.426,"serpentine asbestos","epidote, quartz, malachite, native copper, azurite, jasper",basalt,ofr20051189
700,VA,Warren,"Empire vein copper prospects",occurrence,38.79,-78.291,asbestos,"malachite, azurite, bornite, epidote, quartz, calcite, serpentine, feldspar",basalt,ofr20051189
701,VA,Fairfax,"Centreville (Fairfax) quarry",occurrence,38.826,-77.4902,"actinolite-tremolite asbestos","numerous minerals reported--see Bernstein (1980, p. 133-137) and Medici (1972)",diabase,ofr20051189
702,VA,Fairfax,"Sissler's quarry",occurrence,38.838,-77.399,"anthophyllite asbestos",tremolite,"not reported",ofr20051189
703,VA,Rappahannock,"unnamed occurrences",occurrence,38.86,-78.13,"actinolite asbestos","quartz, feldspar, chlorite, epidote, carbonate","metavolcanics (mainly metabasalt)",ofr20051189
704,VA,Fairfax,"Piney Branch Complex",occurrence,38.86,-77.33,"actinolite-tremolite asbestos, chrysotile","antigorite, serpentine, clinopyroxene, talc, magnetite, chromite, olivine, chlorite","peridotite, pyroxenite, metagabbro, serpentinite, actinolite schist",ofr20051189
705,VA,Fauquier,"Manassas Gap copper mine",occurrence,38.87,-78.12,"asbestiform serpentine",quartz,basalt,ofr20051189
706,VA,Fairfax,"Hise prospect","past prospect",38.936,-77.304,asbestos,"not reported","not reported",ofr20051189
707,VA,Fairfax,"Jenkins Farm prospects",occurrence,38.983,-77.325,"actinolite-tremolite asbestos, chrysotile","serpentine, talc, malachite, chlorite, magnetite",serpentinite,ofr20051189
708,VA,Loudoun,"Arlington quarry",occurrence,39.0691,-77.5165,"asbestoform amphibole",calcite,diabase,ofr20051189
709,VT,Windham,"Dover area ultramafic body",occurrence,42.96,-72.765,chrysotile,"serpentine, olivine","serpentinite, dunite, peridotite",ofr20051189
710,VT,Windsor,"Carleton quarry (Chester talc mine)",occurrence,43.272,-72.6336,"anthophyllite asbestos, actinolite(?) asbestos","serpentine, talc, dolomite, calcite, chlorite, biotite, magnetite, jimthompsonite, clinojimthompsonite, chesterite, tourmaline, pyrite, apatite, pyrrhotite, quartz, spinel","meta-ultramafic intrusion, serpentinite",ofr20051189
711,VT,Windsor,"Ludlow area ultramafic body",occurrence,43.387,-72.652,chrysotile,"serpentine, olivine","serpentinite, dunite, peridotite",ofr20051189
712,VT,Windsor,"Five Corners occurrence",occurrence,43.527,-72.678,"tremolite asbestos","serpentine, talc, carbonate, chlorite",serpentinite,ofr20051189
713,VT,Windsor,"Bridgewater Hill occurrence",occurrence,43.61,-72.718,asbestos,"serpentine, talc, carbonate",serpentinite,ofr20051189
714,VT,Windsor,"Greeley talc mine",occurrence,43.795,-72.771,chrysotile,"serpentine, dolomite, chlorite, magnetite, actinolite, talc, chalcopyrite, pyrite, quartz, titanite",serpentinite,ofr20051189
715,VT,Windsor,"Rochester (Williams) talc mine",occurrence,43.8601,-72.7583,asbestos,"serpentine, talc, carbonate",serpentinite,ofr20051189
716,VT,Washington,"Mad River mine",occurrence,44.2371,-72.7974,chrysotile,"antigorite, magnesite, dolomite, chromite, magnetite, talc, olivine, pyroxene",serpentinite,ofr20051189
717,VT,Washington,"Waterbury mine",occurrence,44.3155,-72.7294,chrysotile,"antigorite, magnesite, dolomite, chromite, magnetite, talc, olivine, pyroxene",serpentinite,ofr20051189
718,VT,Washington,"Barnes Hill locality",occurrence,44.4005,-72.6923,chrysotile,"antigorite, magnesite, dolomite, talc, magnetite, chromite, olivine, pyroxene, chlorite",serpentinite,ofr20051189
719,VT,Lamoille,"Scofield Ledges area ultramafic body",occurrence,44.75,-72.553,chrysotile,"antigorite, lizardite, olivine, magnesite, talc, quartz, chlorite, magnetite, calcite, brucite, dolomite, pyroxene, chromite, anthophyllite, graphite","serpentinite, dunite",ofr20051189
720,VT,Lamoille,"Cortez Pond area ultramafic body",occurrence,44.7584,-72.5247,chrysotile,"antigorite, lizardite, olivine, magnesite, talc, quartz, chlorite, magnetite, calcite, brucite, dolomite, pyroxene, chromite, anthophyllite, graphite","serpentinite, dunite",ofr20051189
721,VT,Lamoille,"C-area quarry","past producer",44.7633,-72.5304,chrysotile,"antigorite, lizardite, olivine, magnesite, talc, quartz, chlorite, magnetite, calcite, brucite, dolomite, pyroxene, chromite, anthophyllite, graphite","serpentinite, dunite",ofr20051189
722,VT,Lamoille,"Eden quarry","past producer",44.765,-72.547,chrysotile,"antigorite, lizardite, olivine, magnesite, talc, quartz, chlorite, magnetite, calcite, brucite, dolomite, pyroxene, chromite, anthophyllite, graphite","serpentinite, dunite",ofr20051189
723,VT,Orleans,"Lowell quarry","past producer",44.7673,-72.5274,"chrysotile, tremolite-actinolite asbestos","antigorite, lizardite, olivine, magnesite, talc, quartz, chlorite, magnetite, calcite, brucite, dolomite, pyroxene, chromite, anthophyllite, graphite","serpentinite, dunite",ofr20051189
724,VT,Orleans,"unnamed prospect","past prospect",44.8062,-72.4561,chrysotile,"antigorite, magnetite, carbonate, brucite, talc, olivine, chromite, pyroxene, chlorite",serpentinite,ofr20051189
725,VT,Orleans,"unnamed prospect","past prospect",44.815,-72.4241,chrysotile,"antigorite, magnetite, carbonate, brucite, talc, olivine, chromite, pyroxene, chlorite",serpentinite,ofr20051189
726,VT,Orleans,"unnamed prospect","past prospect",44.816,-72.4251,chrysotile,"antigorite, magnetite, carbonate, brucite, talc, olivine, chromite, pyroxene, chlorite",serpentinite,ofr20051189
727,VT,Orleans,"unnamed prospect","past prospect",44.8337,-72.4464,chrysotile,"antigorite, magnetite, carbonate, brucite, talc, olivine, chromite, pyroxene, chlorite",serpentinite,ofr20051189
728,VT,Orleans,"unnamed prospect","past prospect",44.8736,-72.4053,chrysotile,"talc, magnesite, antigorite, magnetite, chlorite","talc-carbonate rock",ofr20051189
729,VT,Orleans,"Troy asbestos deposit (East Hill prospect)","past prospect",44.934,-72.381,chrysotile,"antigorite, magnetite, carbonate, brucite, talc, olivine, chromite, pyroxene, chlorite",serpentinite,ofr20051189
730,VT,Orleans,"unnamed prospect","past prospect",44.9644,-72.4304,chrysotile,"antigorite, magnetite, carbonate, brucite, talc, olivine, chromite, pyroxene, chlorite",serpentinite,ofr20051189
