ref_id,short_ref,reference,onlink,source
396,"Sloan (1908)","Sloan, Earle, 1908, Catalogue of the mineral localities of South Carolina: South Carolina Geological Survey, Series IV, Bulletin No. 2, 505 p.",,ofr20051189
397,"Smith and others (1907)","Smith, G.O., Bastin, E.S., and Brown, C.W., 1907, Penobscot Bay folio, Maine: U.S. Geological Survey, Geologic Atlas of the United States, Folio 149, 14 p., 3 plates.","http://pubs.er.usgs.gov/publication/gf149",ofr20051189
398,"Stone (1939)","Stone, R.W., 1939, The minerals of Pennsylvania: Pennsylvania Geological Survey Fourth Series, Bulletin M-18-C, 50 p.",,ofr20051189
399,"Sweet and Bell (1980)","Sweet, P.C., and Bell, S.C., 1980, Metallic mineralization in the Blue Ridge Province of Virginia, in Contributions to Virginia geology--IV: Virginia Division of Mineral Resources Publication 27, p. 39-52.",,ofr20051189
400,"Teague (1956)","Teague, K.H., 1956, Georgia occurrences described [Asbestos in Georgia]: Georgia Mineral Newsletter, v. 9, no. 1, p. 4-7.",,ofr20051189
401,"Teague and Furcron (1948)","Teague, K.H., and Furcron, A.S., 1948, Geology and mineral resources of Rabun and Habersham Counties, Georgia: Georgia Department of Mines, Mining and Geology map, scale 1:126,720.",,ofr20051189
402,"Thiesmeyer (1937)","Thiesmeyer, L.R., 1937, Vein quartz pseudomorphs of cross-fiber asbestos in Virginia: American Mineralogist, v. 22, p. 701-719.","http://www.minsocam.org/ammin/AM22/AM22_701.pdf",ofr20051189
403,"Trapp (1968)","Trapp, F.W., 1968, They hit it rich in Centreville in '67: Lapidary Journal, v. 22, p. 83-90.",,ofr20051189
404,"Valiant (1903)","Valiant, W.S., 1903, A reconnaissance of Jenny Jump Mountain: The Mineral Collector, v. 10, p. 129-133.",,ofr20051189
405,"Van Baalen and others (1999)","Van Baalen, M.R., Francis, C.A., and Mossman, B.T., 1999, Mineralogy, petrology and health issues at the ultramafic complex, Belvidere Mt., Vermont, USA, in Wright, S.F., ed., Guidebook to field trips in Vermont and adjacent regions of New Hampshire and New York, New England Intercollegiate Geological Conference, 91st annual meeting, October 1-3, 1999, Burlington, Vermont: Burlington, Vt., University of Vermont, Department of Geology, p. 95-111.",,ofr20051189
406,"Van Gosen and others (2004)","Van Gosen, B.S., Meeker, G.P., and Brownfield, I.K., 2004, Talc--Its relation to asbestiform amphiboles and the asbestos in crayons controversy, in Simandl, G.J., McMillan, W.J., and Robinson, N.D., eds., Industrial minerals with emphasis on Western North America, 37th Forum on the Geology of Industrial Minerals, May 23-25, 2001, Victoria, B.C., Canada: British Columbia Ministry of Energy and Mines, Geological Survey Branch, Paper 2004-2, p. 185-195.",,ofr20051189
407,"Veblen (1980)","Veblen, D.R., 1980, Anthophyllite asbestos--Microstructures, intergrown sheet silicates, and mechanisms of fiber formation: American Mineralogist, v. 65, nos. 11 and 12, p. 1075-1086.","http://www.minsocam.org/ammin/AM65/AM65_1075.pdf",ofr20051189
408,"Veblen and Burnham (1978a)","Veblen, D.R., and Burnham, C.W., 1978a, New biopyriboles from Chester, Vermont--I, Descriptive mineralogy: American Mineralogist, v. 63, nos. 9-10, p. 1000-1009.","http://www.minsocam.org/ammin/AM63/AM63_1000.pdf",ofr20051189
409,"Veblen and Burnham (1978b)","Veblen, D.R., and Burnham, C.W., 1978b, New biopyriboles from Chester, Vermont--II, The crystal chemistry of jimthompsonite, clinojimthompsonite, and chesterite, and the amphibole-mica reaction: American Mineralogist, v. 63, nos. 11-12, p. 1053-1073.","http://www.minsocam.org/ammin/AM63/AM63_1053.pdf",ofr20051189
410,"Veblen and Buseck (1979)","Veblen, D.R., and Buseck, P.R., 1979, Chain-width order and disorder in biopyriboles: American Mineralogist, v. 64, nos. 7-8, p. 687-700.","http://www.minsocam.org/ammin/AM64/AM64_687.pdf",ofr20051189
411,"Veblen and Buseck (1980)","Veblen, D.R., and Buseck, P.R., 1980, Microstructures and reaction mechanisms in biopyriboles: American Mineralogist, v. 65, nos. 7-8, p. 599-623.","http://www.minsocam.org/ammin/AM65/AM65_599.pdf",ofr20051189
412,"Veblen and others (1977)","Veblen, D.R., Buseck, P.R., and Burnham, C.W., 1977, Asbestiform chain silicates--New minerals and structural groups: Science, v. 198, no. 4315, p. 359-365.",,ofr20051189
413,"Wade (1985)","Wade, G.D., 1985, Mineral resources of Chambers County, Alabama: Geological Survey of Alabama Map 165, 1 sheet, includes 15 p. pamphlet.",,ofr20051189
414,"Watson (1907)","Watson, T.L., 1907, Mineral resources of Virginia: Lynchburg, Va., J.P. Bell Company, 616 p.",,ofr20051189
415,"Webber and others (2004)","Webber, J.S., Jackson, K.W., and Parekh, P.P., 2004, Reconstruction of a century of airborne asbestos concentrations: Environmental Science and Technology, v. 38, no. 3, p. 707-714.",,ofr20051189
416,"Weed (1911)","Weed, W.H., 1911, Copper deposits of the Appalachian States: U.S. Geological Survey Bulletin 455, 166 p.","http://pubs.er.usgs.gov/publication/b455",ofr20051189
417,"Widmer (1962)","Widmer, Kemble, 1962, The Limecrest quarry, in Northern Field Excursion Guidebook, International Mineralogical Association, Third General Congress, Washington, D.C.: International Mineralogical Association, p. 22-23.",,ofr20051189
418,"Wing (1951a)","Wing, L.A., 1951a, Asbestos and serpentine rocks of Maine: Augusta, Maine, Maine Development Commission, Maine Geological Survey, Report of the State Geologist 1949-1950, p. 35-46, 3 maps.",,ofr20051189
419,"Wing (1951b)","Wing, L.A., 1951b, Serpentine and asbestos in Maine: Orono, Maine, University of Maine M.S. thesis, 56 p.",,ofr20051189
420,"Wing and Dawson (1949)","Wing, L.A., and Dawson, A.S., 1949, Preliminary report on asbestos and associated rocks of northwestern Maine: Augusta, Maine, Maine Development Commission, Maine Geological Survey, Report of the State Geologist 1947-1948, p. 30-62.",,ofr20051189
421,"Wood (1969)","Wood, R.M., 1969, The Limecrest quarry, North, N.J.: Rocks and Minerals, v. 44, p. 729-730.",,ofr20051189
422,"Woolley (1987)","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world, Part 1--North and South America: Austin, Texas, University of Texas Press, British Museum (Natural History), 216 p.",,ofr20051189
423,"Zodac (1940)","Zodac, Peter, 1940, A talc quarry near Chester, Vermont: Rocks and Minerals, v. 15, no. 11, p. 369-371.",,ofr20051189
424,"Anderson (1930)","Anderson, A.L., 1930, The geology and mineral resources of the region about Orofino, Idaho: Idaho Bureau of Mines and Geology Pamphlet No. 34, 63 p., 7 plates.","http://www.idahogeology.org/PDF/Pamphlets_(P)/P-34.pdf",ofr20071182
425,"Anderson (1931)","Anderson, A.L., 1931, Genesis of the anthophyllite deposits near Kamiah, Idaho: Journal of Geology, v. 39, no. 1, p. 68-81.",,ofr20071182
426,"Armbrustmacher (1980)","Armbrustmacher, T.J., 1980, Abundance and distribution of thorium in the carbonatite stock at Iron Hill, Powderhorn district, Gunnison County, Colorado: U.S. Geological Survey Professional Paper 1049-B, 11 p.","http://pubs.er.usgs.gov/publication/pp1049B",ofr20071182
427,"Armbrustmacher (1984)","Armbrustmacher, T.J., 1984, Alkaline rock complexes in the Wet Mountains area, Custer and Fremont Counties, Colorado: U.S. Geological Survey Professional Paper 1269, 33 p.","http://pubs.er.usgs.gov/publication/pp1269",ofr20071182
428,"Argall (1949)","Argall, G.O., Jr., 1949, Industrial minerals of Colorado: Golden, Colo., Quarterly of the Colorado School of Mines, v. 44, no. 2, p. 465-477.",,ofr20071182
429,"Barrow (1910)","Barrow, F.H., 1910, The asbestos industry in central Wyoming: The Engineering and Mining Journal, v. 90, no. 12, (Sept. 17), p. 559.",,ofr20071182
430,"Bassett (1959)","Bassett, W.A., 1959, The origin of the vermiculite deposit at Libby, Montana: American Mineralogist, v. 44, nos. 3-4, p. 282-299.","http://www.minsocam.org/ammin/AM44/AM44_282.pdf",ofr20071182
431,"Beane and others (1975)","Beane, R.E., Jaramillo C., L.E., and Bloom, M.S., 1975, Geology and base metal mineralization of the southern Jarilla Mountains, Ortero County, New Mexico, in Seager, W.R., Clemons, R.E., and Callender, J.F., eds., Guidebook of the Las Cruces Country, New Mexico Geological Society Twenty-Sixth Field Conference, November 13, 14, and 15, 1975: New Mexico Geological Society, p. 151-156.",,ofr20071182
432,"Beckwith (1939)","Beckwith, R.H., 1939, Asbestos and chromite deposits of Wyoming: Economic Geology, v. 34, no. 7, p. 812-843.","http://econgeol.geoscienceworld.org/cgi/reprint/34/7/812",ofr20071182
433,"Becraft and others (1966)","Becraft, G.E., Calkins, J.A., Pattee, E.C., Weldin, R.D., and Roche, J.M., 1966, Mineral resources of the Spanish Peaks Primitive Area, Montana: U.S. Geological Survey Bulletin 1230-B, 45 p., 2 plates.","http://pubs.er.usgs.gov/publication/b1230B",ofr20071182
434,"Beeler (1910)","Beeler, H.C., 1910, Asbestos in Wyoming: The Engineering and Mining Journal, v. 90, no. 20, (Nov. 12, 1910), p. 955.",,ofr20071182
435,"Beeler (1911a)","Beeler, H.C., 1911a, Asbestos deposits of Casper Mountain, Wyo.: Golden, Colo., Colorado School of Mines Magazine, v. 1, no. 10, p. 5-9.",,ofr20071182
436,"Beeler (1911b)","Beeler, H.C., 1911b, Asbestos deposits of Casper Mountain, Wyoming.: Golden, Colo., Colorado School of Mines Magazine, v. 1, no. 11, p. 5-9.",,ofr20071182
437,"Behre and others (1936)","Behre, C.H., Jr., Osborn, E.F., and Rainwater, E.H., 1936, Contact ore deposition at the Calumet iron mine, Colorado: Economic Geology, v. 31, no. 8, p. 781-804.","http://econgeol.geoscienceworld.org/cgi/reprint/31/8/781",ofr20071182
438,"Blake (1895)","Blake, W.P., 1895, The zinc-ore-deposits of southwestern New Mexico: Transactions of the American Institute of Mining Engineers, v. 24, p. 187-195.",,ofr20071182
439,"Bloom (1975)","Bloom, M.S., 1975, Mineral paragenesis and contact metamorphism in the Jarilla Mountains, Orogrande, New Mexico: Socorro, N. Mex., New Mexico Institute of Mining and Technology, M.S. thesis, 81 p.",,ofr20071182
440,"Boettcher (1967)","Boettcher, A.L., 1967, The Rainy Creek alkaline-ultramafic igneous complex near Libby, Montana--I, Ultramafic rocks and fenite: Journal of Geology, v. 75, no. 5, p. 526-553.",,ofr20071182
441,"Bowles (1937)","Bowles, Oliver, 1937, Asbestos: U.S. Bureau of Mines Bulletin 403, 92 p.",,ofr20071182
443,"Bowles and Stoddard (1930)","Bowles, Oliver, and Stoddard, B.H., 1930, Asbestos, in Katz, F.J., ed., Mineral resources of the United States, 1928, Part II--Nonmetals: U.S. Bureau of Mines, p. 97-111.",,ofr20071182
444,"Bush (1951)","Bush, A.L., 1951, Sources of lightweight aggregates in Colorado: Denver, Colo., Colorado Scientific Society Proceedings, v. 15, no. 8, p. 305-368.",,ofr20071182
445,"Cappa (1998)","Cappa, J.A., 1998, Iron Hill alkalic complex, Powderhorn district (Chapter 7), in Cappa, J.A., Alkalic igneous rocks of Colorado and their associated ore deposits: Colorado Geological Survey Resource Series 35, p. 61-68.",,ofr20071182
446,"Cargo (1959)","Cargo, D.N., 1959, Mineral deposits of the Granite Gap area, Hidalgo County, New Mexico: Albuquerque, N. Mex., University of New Mexico, M.S. thesis, 70 p.",,ofr20071182
447,"Crowley (1960)","Crowley, F.A., 1960, Columbium-rare-earth deposits, southern Ravalli County, Montana: Montana Bureau of Mines and Geology Bulletin 18, 47 p.",,ofr20071182
448,"Desmarais (1978)","Desmarais, N.R., 1978, Structural and petrologic study of Precambrian ultramafic rocks, Ruby Range, southwestern Montana: Missoula, Mont., University of Montana, M.S. thesis, 88 p.",,ofr20071182
449,"Desmarais (1981)","Desmarais, N.R., 1981, Metamorphosed Precambrian ultramafic rocks in the Ruby Range, Montana: Precambrian Research, v. 16, p. 67-101.",,ofr20071182
451,"Diller (1920)","Diller, J.S., 1920, Asbestos, in Mineral resources of the United States, 1917--Part II, nonmetals: U.S. Geological Survey, p. 197-204.",,ofr20071182
452,"Dunbar and McLemore (2000)","Dunbar, N.W., and McLemore, V.T., 2000, Preliminary mineralogy of the Victorio district, New Mexico: New Mexico Geology, v. 22, no. 1, p. 12-13.",,ofr20071182
453,"Dunham (1935)","Dunham, K.C., 1935, The geology of the Organ Mountains: New Mexico Bureau of Mines and Mineral Resources Bulletin No. 11, 272 p., 3 plates.",,ofr20071182
454,"Eckel (1997)","Eckel, E.B., 1997, Minerals of Colorado: Golden, Colo., Fulcrum Publishing, 665 p.",,ofr20071182
455,"Fields (1963)","Fields, E.D., 1963, Precambrian rocks of the Halleck Canyon area, Albany County, Wyoming: Laramie, Wyo., University of Wyoming, M.S. thesis, 91 p.",,ofr20071182
456,"Fritzsche (1935)","Fritzsche, Hans, 1935, Geology and ore deposits of the Silver Star mining district, Madison County, Montana: Butte, Mont., Montana College of Mineral Science and Technology, M.S. thesis, 80 p.",,ofr20071182
457,"Fryklund (1964)","Fryklund, V.C., Jr., 1964, Ore deposits of the Coeur d'Alene district, Shoshone County, Idaho: U.S. Geological Survey Professional Paper 445, 103 p., 5 plates.","http://pubs.er.usgs.gov/publication/pp445",ofr20071182
458,"Geach (1972)","Geach, R.D., 1972, Mines and mineral deposits (except fuels), Beaverhead County, Montana: Montana Bureau of Mines and Geology Bulletin 85, 194 p., 3 plates.",,ofr20071182
459,"Goldstein (1946)","Goldstein, August, Jr., 1946, The vermiculites and their utilization: Golden, Colo., Quarterly of the Colorado School of Mines, v. 41, no. 4, 64 p.",,ofr20071182
460,"Hagner (1944)","Hagner, A.F., 1944, Wyoming vermiculite deposits: Wyoming Geological Survey Bulletin 34, 47 p.",,ofr20071182
461,"Hamilton (1963)","Hamilton, Warren, 1963, Metamorphism in the Riggins region, western Idaho: U.S. Geological Survey Professional Paper 436, 95 p., 3 plates.","http://pubs.er.usgs.gov/publication/pp436",ofr20071182
462,"Hammarstrom and others (1999)","Hammarstrom, J.M., Van Gosen, B.S., Carlson, R.R., and Kulik, D.M., 1999, Map showing the potential for mineral deposits associated with Precambrian mafic and ultramafic rocks in the Blacktail and Henrys Lake Mountains and the Greenhorn and Ruby Ranges of southwestern Montana: U.S. Geological Survey Open-File Report 98-224-D, 1 sheet, scale 1:250,000.","http://pubs.er.usgs.gov/publication/ofr98224D",ofr20071182
463,"Harris (2002)","Harris, R.E., 2002, Asbestos and serpentine in Wyoming: Wyoming Geological Survey Industrial Minerals Report IMR 95-2 (Revised, 2002), 12 p.",,ofr20071182
464,"Hauptman (1971)","Hauptman, C.M., 1971, The Karst asbestos deposit, Gallatin County, Montana--Recent developments and problems: Society of Mining Engineers of AIME, Reprint Number 71-H-337, 9 p.",,ofr20071182
465,"Hausel (1994)","Hausel, W.D., 1994, Economic geology of the Seminoe Mountains mining district, Carbon County, Wyoming: Wyoming Geological Survey Report of Investigations No. 50, 31 p., 2 plates, scale 1:24,000.",,ofr20071182
466,"Hedlund and Olson (1975)","Hedlund, D.C., and Olson, J.C., 1975, Geologic map of the Powderhorn quadrangle, Gunnison and Saguache Counties, Colorado: U.S. Geological Survey Geologic Quadrangle Map GQ-1178, scale 1:24,000.","http://pubs.er.usgs.gov/publication/gq1178",ofr20071182
467,"Heinrich (1963)","Heinrich, E.W., 1963, Paragenesis of clinohumite and associated minerals from Wolf Creek, Montana: American Mineralogist, v. 48, nos. 5-6, p. 597-613.","http://www.minsocam.org/ammin/AM48/AM48_597.pdf",ofr20071182
468,"Heinrich (1981)","Heinrich, E.W., 1981, Precambrian tungsten and copper-zinc skarn deposits of south-central Colorado: Colorado Geological Survey Resource Series 21, 115 p.",,ofr20071182
469,"Heinrich and Dahlem (1967)","Heinrich, E.W., and Dahlem, D.H., 1967, Carbonatites and alkalic rocks of the Arkansas River area, Fremont County, Colorado--4, The Pinon Peak breccia pipes: American Mineralogist, v. 52, nos. 5-6, p. 817-831.","http://www.minsocam.org/ammin/AM52/AM52_817.pdf",ofr20071182
470,"Heinrich and Levinson (1961)","Heinrich, E.W., and Levinson, A.A., 1961, Carbonatic niobium-rare earth deposits, Ravalli County, Montana: American Mineralogist, v. 46, nos. 11-12, p. 1424-1447.","http://www.minsocam.org/ammin/AM46/AM46_1424.pdf",ofr20071182
471,"Heinrich and Rabbitt (1960)","Heinrich, E.W., and Rabbitt, J.C., 1960, Pre-Beltian geology of the Cherry Creek and Ruby Mountains area, southwestern Montana: Montana Bureau of Mines and Geology Memoir 38, 40 p., 2 plates.",,ofr20071182
472,"Hernon and others (1964)","Hernon, R.M., Jones, W.R., and Moore, S.L., 1964, Geology of the Santa Rita quadrangle, New Mexico: U.S. Geological Survey Geologic Quadrangle Map GQ-306, scale 1:24,000, 1 sheet.","http://pubs.er.usgs.gov/publication/gq306",ofr20071182
473,"Hewitt (1959)","Hewitt, C.H., 1959, Geology and mineral deposits of the northern Big Burro Mountains-Redrock area, Grant County, New Mexico: New Mexico Bureau of Mines and Mineral Resources Bulletin 60, p. 108.",,ofr20071182
474,"Hustedde and others (1981)","Hustedde, G.S., Strowd, W.B., Mitchell, V.E., and Bennett, E.H., 1981, Mines and prospects of the Pullman Quadrangle, Idaho: Idaho Bureau of Mines and Geology Mines and Prospects Map Series, 8 p., 1 plate, scale 1:250,000.",,ofr20071182
475,"Idaho Geological Survey (2007)","Idaho Geological Survey, 2007, Mines and prospects digital database: Online database maintained by the Idaho Geological Survey, Moscow, Idaho.","http://www.idahogeology.org/Services/MinesAndMinerals/searchmines.asp",ofr20071182
476,"James (1946)","James, H.L., 1946, Chromite deposits near Red Lodge, Carbon County, Montana: U.S. Geological Survey Bulletin 945-F, p. 151-189, 13 plates.","http://pubs.er.usgs.gov/publication/b945F",ofr20071182
477,"James (1990)","James, H.L., 1990, Precambrian geology and banded iron deposits of the southwestern Ruby Range, Montana, with a section on The Kelly iron deposit of the northeastern Ruby Range: U.S. Geological Survey Professional Paper 1495, 39 p., 2 plates.","http://pubs.er.usgs.gov/publication/pp1495",ofr20071182
478,"Johns (1959)","Johns, W.M., 1959, Progress report on geologic investigations in the Kootenai-Flathead area, northwest Montana--1, Western Lincoln County: Montana Bureau of Mines and Geology Bulletin 12, 56 p., 9 plates.",,ofr20071182
479,"Johns (1961)","Johns, W.M., 1961, Progress report on geologic investigations in the Kootenai-Flathead area, northwest Montana--3, Northern Lincoln County: Montana Bureau of Mines and Geology Bulletin 23, 57 p., 6 plates.",,ofr20071182
480,"Kelley (1949)","Kelley, V.C., 1949, Geology and economics of New Mexico iron-ore deposits: Albuquerque, N. Mex., University of New Mexico Publications in Geology No. 2, 246 p.",,ofr20071182
481,"Kelley (1952)","Kelley, V.C., 1952, Origin and pyrometasomatic zoning of the Capitan iron deposit, Lincoln County, New Mexico: Economic Geology, v. 47, no. 1, p. 64-83.","http://econgeol.geoscienceworld.org/cgi/reprint/47/1/64",ofr20071182
482,"Kopp (1959)","Kopp, R.S., 1959, Petrology and structural analysis of the Orofino metamorphic unit: Moscow, Idaho, University of Idaho, M.S. thesis, 73 p.",,ofr20071182
483,"Lasky (1947)","Lasky, S.G., 1947, Geology and ore deposits of the Little Hatchet Mountains, Hidalgo and Grant Counties, New Mexico: U.S. Geological Survey Professional Paper 208, 101 p., 27 plates.","http://pubs.er.usgs.gov/publication/pp208",ofr20071182
484,"Lindgren (1908)","Lindgren, Waldemar, 1908, Notes on copper deposits in Chaffee, Fremont, and Jefferson Counties, Colo., pp 157-174 in Hayes, C.W., and Lindgren, Waldemar, 1907, Contributions to economic geology 1907, Part I--Metals and nonmetals, except fuels: U.S. Geological Survey Bulletin 340, 482p.","http://pubs.er.usgs.gov/publication/b340",ofr20071182
485,"Loen and Pearson (1989)","Loen, J.S., and Pearson, R.C., 1989, Map showing locations of mines and prospects in the Dillon 1 degree x 2 degree quadrangle, Idaho and Montana: U.S. Geological Survey Miscellaneous Investigations Series Map I-1803-C, 1 sheet, scale 1:250,000, includes 85 p. pamphlet.","http://pubs.er.usgs.gov/publication/i1803C",ofr20071182
486,"Loferski (1986)","Loferski, P.J., 1986, Petrology of metamorphosed chromite-bearing ultramafic rocks from the Red Lodge district, Montana: U.S. Geological Survey Bulletin 1626-B, 34 p.","http://pubs.er.usgs.gov/publication/b1626B",ofr20071182
487,"Love (1934)","Love, David, 1934, The geology of the western end of the Owl Creek Mountains, Wyoming: Wyoming Geological Survey Bulletin No. 24, 35 p., 1 plate.",,ofr20071182
488,"Lovering and Goddard (1950)","Lovering, T.S., and Goddard, E.N., 1950, Geology and ore deposits of the Front Range, Colorado: U.S. Geological Survey Professional Paper 223, 319 p., 30 plates.","http://pubs.er.usgs.gov/publication/pp223",ofr20071182
489,"Lowers (2005)","Lowers, H.A., 2005, Origin of fibrous amphiboles in the Iron Hill carbonatite complex, Gunnison County, Colorado: Golden, Colo., Colorado School of Mines, M.S. thesis, 159 p.",,ofr20071182
490,"McCallum and Eggler (1971)","McCallum, M.E., and Eggler, D.H., 1971, Mineralogy of the Sloan Diatreme--A kimberlite pipe in northern Larimer County, Colorado: American Mineralogist, v. 56, nos. 9-10, p. 1735-1749.","http://www.minsocam.org/ammin/AM56/AM56_1735.pdf",ofr20071182
491,"McKnight (1974)","McKnight, E.T., 1974, Geology and ore deposits of the Rico district, Colorado: U.S. Geological Survey Professional Paper 723, 100 p., 3 plates.","http://pubs.er.usgs.gov/publication/pp723",ofr20071182
492,"McKnight and Fellows (1978)","McKnight, J.F., and Fellows, M.L., 1978, Silicate mineral assemblages and their relationship to sulfide mineralization, Pinos Altos mineral deposit, New Mexico: Arizona Geological Society Digest, v. 11, October 1978, p. 1-8.",,ofr20071182
493,"McLemore and others (1996)","McLemore, V.T., Sutphin, D.M., Hack, D.R., and Pease, T.C., 1996, Mining history and mineral resources of the Mimbres Resource Area, Dona, Ana, Luna, Hidalgo, and Grant Counties, New Mexico: New Mexico Bureau of Mines and Mineral Resources Open-File Report OF-424, 251 p.",,ofr20071182
494,"McLemore and others (2000)","McLemore, V.T., Ramo, O.T., Kosunen, P.J., Heizler, Matt, Haapala, Ilmari, and McKee, Christopher, 2000, Geology and geochemistry of Proterozoic granitic and mafic rocks in the Redrock area, northern Burro Mountains, Grant County, New Mexico--A progress report, in Lawton, T.F., McMillan, N.J., and McLemore, V.T., eds., Southwest passage--A trip through the Phanerozoic, New Mexico Geological Society Fifty-first Annual Field Conference, October 18-21, 2000: New Mexico Geological Society, p. 117-126.",,ofr20071182
495,"McMannis and Chadwick (1964)","McMannis, W.J., and Chadwick, R.A., 1964, Geology of the Garnet Mountain quadrangle, Gallatin County, Montana: Montana Bureau of Mines and Geology Bulletin 43, 47 p., 2 plates.",,ofr20071182
496,"Meeker and others (2003)","Meeker, G.P., Bern, A.M., Brownfield, I.K., Lowers, H.A., Sutley, S.J., Hoefen, T.M., and Vance, J.S., 2003, The composition and morphology of amphiboles from the Rainy Creek Complex, near Libby, Montana: American Mineralogist, v. 88, nos. 11-12, part 2, p. 1955-1969.","http://www.minsocam.org/ammin/AM88/AM88_1955.pdf",ofr20071182
497,"Mitchell and others (1981a)","Mitchell, V.E., Strowd, W.B., Hustedde, G.S., and Bennett, E.H., 1981a, Mines and prospects of the Elk City Quadrangle, Idaho: Idaho Bureau of Mines and Geology Mines and Prospects Map Series, 72 p., 1 sheet, scale 1:250,000.",,ofr20071182
498,"Mitchell and others (1981b)","Mitchell, V.E., Strowd, W.B., Hustedde, G.S., and Bennett, E.H., 1981b, Mines and prospects of the Hamilton Quadrangle, Idaho: Idaho Bureau of Mines and Geology Mines and Prospects Map Series, 8 p., 1 sheet, scale 1:250,000.",,ofr20071182
499,"Myers (1982)","Myers, P.E., 1982, Geology of the Harpster area, Idaho County, Idaho: Idaho Bureau of Mines and Geology Bulletin 25, 46 p., 4 plates.",,ofr20071182
500,"Nash (1972)","Nash, W.P., 1972, Mineralogy and petrology of the Iron Hill carbonatite complex, Colorado: Geological Society of America Bulletin, v. 83, no. 5, p. 1361-1382.","http://gsabulletin.gsapubs.org/content/83/5/1361.full.pdf+html",ofr20071182
501,"Nesbitt (1966)","Nesbitt, L.E., 1966, Sedalia copper mine, Salida, Colo.: Rocks and Minerals, v. 41, no. 10, p. 731-732.",,ofr20071182
502,"Neubert and Dersch (1994)","Neubert, J.T., and Dersch, J.S., 1994, Mineral appraisal of Routt National Forest, Colorado: U.S. Bureau of Mines Mineral Land Assessment Open File Report MLA 13-94, 64 p. plus appendixes, 2 plates.",,ofr20071182
503,"Northrop (1959)","Northrop, S.A., 1959, Minerals of New Mexico [Revised Edition]: Albuquerque, N. Mex., University of New Mexico Press, 665 p.",,ofr20071182
504,"Okuma (1971)","Okuma, A.F., 1971, Structure of the southwestern Ruby Range near Dillon, Montana: University Park, Pa., Pennsylvania State University, Ph.D. dissertation, 122 p.",,ofr20071182
505,"Olson (1974)","Olson, J.C., 1974, Geologic map of the Rudolph Hill quadrangle, Gunnison, Hinsdale, and Saguache Counties, Colorado: U.S. Geological Survey Geologic Quadrangle Map GQ-1177, scale 1:24,000.","http://pubs.er.usgs.gov/publication/gq1177",ofr20071182
506,"Olson and Hedlund (1981)","Olson, J.C., and Hedlund, D.C., 1981, Alkalic rocks and resources of thorium and associated elements in the Powderhorn district, Gunnison County, Colorado: U.S. Geological Survey Professional Paper 1049-C, 34 p.","http://pubs.er.usgs.gov/publication/pp1049C",ofr20071182
507,"Olson and Wallace (1956)","Olson, J.C., and Wallace, S.R., 1956, Thorium and rare-earth minerals in the Powderhorn district, Gunnison County, Colorado: U.S. Geological Survey Bulletin 1027-O, 28 p., 2 plates.","http://pubs.er.usgs.gov/publication/b1027O",ofr20071182
508,"Osterwald and others (1959)","Osterwald, F.W., Osterwald, D.B., Long, J.S., Jr., and Wilson, W.H., 1959, Mineral resources of Wyoming: Wyoming Geological Survey Bulletin No. 50, 259 p.",,ofr20071182
509,"Paige (1911)","Paige, Sidney, 1911, The ore deposits near Pinos Altos, New Mexico, in Contributions to economic geology (short papers and preliminary reports), 1910--Part 1, metals and nonmetals except fuels: U.S. Geological Survey Bulletin 470, p. 109-125.","http://pubs.er.usgs.gov/publication/b470",ofr20071182
510,"Pardee and Larsen (1929)","Pardee, J.J., and Larsen, E.S., 1929, Deposits of vermiculite and other minerals in the Rainy Creek district near Libby, Montana: U.S. Geological Survey Bulletin 805-B, 13 p.","http://pubs.er.usgs.gov/publication/b805B",ofr20071182
511,"Parker and Sharp (1970)","Parker, R.L., and Sharp, W.N., 1970, Mafic-ultramafic igneous rocks and associated carbonatites of the Gem Park Complex, Custer and Freemont Counties, Colorado: U.S. Geological Survey Professional Paper 649, 24 p., 2 plates.","http://pubs.er.usgs.gov/publication/pp649",ofr20071182
512,"Patton (1940)","Patton, L.T., 1940, Tremolite bearing limestone of the Capitan quadrangle, N. Mex.: Journal of Sedimentary Petrology, v. 10, no. 3, p. 137.",,ofr20071182
513,"Peipins and others (2003)","Peipins, L.A., Lewin, M., Campolucci, S., Lybarger, J.A., Miller, A., Middleton, D., Weis, C., Spence, M., Black, B., and Kapil, V., 2003, Radiographic abnormalities and exposure to asbestos-contaminated vermiculite in the community of Libby, Montana, U.S.A.: Environmental Health Perspectives, v. 111, no. 14, p. 1753-1759.",,ofr20071182
514,"Perry (1948)","Perry, E.S., 1948, Talc, graphite, vermiculite and asbestos deposits in Montana: Montana Bureau of Mines and Geology Memoir No. 27, 44 p.",,ofr20071182
515,"Reed (1951)","Reed, G.C., 1951, Mines and minerals deposits (except fuels), Gallatin County, Montana: U.S. Bureau of Mines Information Circular 7607, 14 p.",,ofr20071182
516,"Roberts (1964)","Roberts, A.E., 1964, Geologic map of the Mystic Lake quadrangle, Montana: U.S. Geological Survey Miscellaneous Geological Investigations Map I-398, 1 sheet, scale 1:24,000.","http://pubs.er.usgs.gov/publication/i398",ofr20071182
517,"Sahinen (1939)","Sahinen, U.M., 1939, Geology and ore deposits of the Rochester and adjacent mining districts, Madison County, Montana: Montana Bureau of Mines and Geology Memoir No. 19, 52 p.",,ofr20071182
